key,english,before,after,reason
app.apps.tokensPanel.paperclipCreatesAFreshOneHourRuntime,"Paperclip creates a fresh one-hour runtime token when an agent run starts, then revokes it when the run ends. Codex can receive the same gateway through both an app connection and the managed-gateway path, so one run may leave two revoked rows. These are audit history, not repeated manual tokens.",Paperclip 在 Agent 运行开始时创建有效期为一小时的新运行时 Token，并在运行结束时撤销。Codex 可以通过应用连接和托管网关路径接收同一个网关，因此一次运行可能留下两条已撤销记录。这些是审计历史，并非重复的手动 Token。,Paperclip 在智能体运行开始时创建有效期为一小时的新运行时 Token，并在运行结束时撤销。Codex 可以通过应用连接和托管网关路径接收同一个网关，因此一次运行可能留下两条已撤销记录。这些是审计历史，并非重复的手动 Token。,agent-skill-display
app.taskChat.agentChannelsPanel.description,Chat and email identities connected to this agent.,已连接到此 Agent 的聊天和邮件身份。,已连接到此智能体的聊天和邮件身份。,agent-skill-display
app.taskChat.taskChatSkillCreatedCard.ariaLabel,Skill created: {{name}},Skill 已创建：{{name}},技能已创建：{{name}},agent-skill-display
app.taskChat.taskChatSkillCreatedCard.title,Skill created,Skill 已创建,技能已创建,agent-skill-display
app.taskChat.runnerGoalWidget.selectAgent,Select an agent to use /goal.,请选择一个 Agent 以使用 /goal。,请选择一个智能体以使用 /goal。,agent-skill-display
app.taskChat.runnerGoalWidget.unsupported,Session goals are unsupported by this agent.,此 Agent 不支持会话目标。,此智能体不支持会话目标。,agent-skill-display
app.taskChat.runnerGoalWidget.agentSessionGoal,Agent session goal,Agent 会话目标,智能体会话目标,agent-skill-display
app.taskChat.taskChatProtocolCard.delegatedAgents,Delegated agents,委派的 Agent,委派的智能体,agent-skill-display
app.taskChat.externallyConnectedTaskBanner.agentAssignmentFixed,{{label}} · Agent assignment is fixed for this external task.,{{label}} · 此外部任务的 Agent 分配已固定。,{{label}} · 此外部任务的智能体分配已固定。,agent-skill-display
app.taskChat.externallyConnectedTaskBanner.slackRepliesMirrored,{{label}} · Messages you send here and agent replies are also posted to Slack.,{{label}} · 你在这里发送的消息和 Agent 的回复也会同步发布到 Slack。,{{label}} · 你在这里发送的消息和智能体的回复也会同步发布到 Slack。,agent-skill-display
app.taskChat.externallyConnectedTaskBanner.slackCommentStartsAgent,Your message is posted to Slack with your name and starts the agent.,你的消息会以你的名字发布到 Slack，并启动 Agent。,你的消息会以你的名字发布到 Slack，并启动智能体。,agent-skill-display
app.taskChat.taskChatComposer.theAgent,the agent,Agent,智能体,agent-skill-display
app.taskChat.taskChatComposer.goalSelectAgent,Select an agent before starting a session goal.,开始会话目标前请先选择一个 Agent。,开始会话目标前请先选择一个智能体。,agent-skill-display
app.taskChat.taskChatThread.agentAttachment,Agent attachment,Agent 附件,智能体附件,agent-skill-display
app.taskChat.taskChatThread.nativeStop.approvalRequiredDetail,"This operation requires approval, but this runner has no interactive approval handler. Review the operation and update the agent's permission setting before retrying.",此操作需要批准，但该 Runner 没有交互式审批处理程序。请检查该操作并更新 Agent 的权限设置后再重试。,此操作需要批准，但该 Runner 没有交互式审批处理程序。请检查该操作并更新智能体的权限设置后再重试。,agent-skill-display
app.taskChat.taskChatThread.nativeStop.modelRejectedDetail,"The provider rejected the selected model. Check the model ID and your account's access, save the agent configuration, then retry. View the run for the provider's full error.",提供方拒绝了所选模型。请检查模型 ID 和账号的访问权限，保存 Agent 配置后重试。完整错误信息请查看该运行。,提供方拒绝了所选模型。请检查模型 ID 和账号的访问权限，保存智能体配置后重试。完整错误信息请查看该运行。,agent-skill-display
app.taskChat.taskChatThread.workspaceSetupFailed,Workspace setup failed before the agent started.,Agent 启动前工作区设置失败。,智能体启动前工作区设置失败。,agent-skill-display
app.taskChat.toolTaxonomy.loadingASkill,Loading a skill,正在加载 Skill,正在加载技能,agent-skill-display
app.taskChat.toolTaxonomy.loadedASkill,Loaded a skill,已加载 Skill,已加载技能,agent-skill-display
app.taskChat.toolTaxonomy.startingASubagent,Starting a subagent,正在启动子 Agent,正在启动子智能体,agent-skill-display
app.taskChat.toolTaxonomy.startedASubagent,Started a subagent,已启动子 Agent,已启动子智能体,agent-skill-display
app.taskChat.toolTaxonomy.checkingSubagentProgress,Checking subagent progress,正在检查子 Agent 进度,正在检查子智能体进度,agent-skill-display
app.taskChat.toolTaxonomy.checkedSubagentProgress,Checked subagent progress,已检查子 Agent 进度,已检查子智能体进度,agent-skill-display
app.taskChat.toolTaxonomy.stoppingASubagent,Stopping a subagent,正在停止子 Agent,正在停止子智能体,agent-skill-display
app.taskChat.toolTaxonomy.stoppedASubagent,Stopped a subagent,已停止子 Agent,已停止子智能体,agent-skill-display
app.taskChat.toolTaxonomy.messagingASubagent,Messaging a subagent,正在给子 Agent 发消息,正在给子智能体发消息,agent-skill-display
app.taskChat.toolTaxonomy.messagedASubagent,Messaged a subagent,已给子 Agent 发消息,已给子智能体发消息,agent-skill-display
app.taskChat.toolTaxonomy.interruptingASubagent,Interrupting a subagent,正在中断子 Agent,正在中断子智能体,agent-skill-display
app.taskChat.toolTaxonomy.interruptedASubagent,Interrupted a subagent,已中断子 Agent,已中断子智能体,agent-skill-display
app.taskChat.toolTaxonomy.listingAgents,Listing agents,正在列出 Agent,正在列出智能体,agent-skill-display
app.taskChat.toolTaxonomy.listedAgents,Listed agents,已列出 Agent,已列出智能体,agent-skill-display
app.taskChat.toolTaxonomy.readingAgentDetails,Reading agent details,正在读取 Agent 详情,正在读取智能体详情,agent-skill-display
app.taskChat.toolTaxonomy.readAgentDetails,Read agent details,已读取 Agent 详情,已读取智能体详情,agent-skill-display
app.taskChat.taskChatActivityPresentation.messagingASubagent,Messaging a subagent,正在给子 Agent 发消息,正在给子智能体发消息,agent-skill-display
app.taskChat.taskChatActivityPresentation.messagedASubagent,Messaged a subagent,已给子 Agent 发消息,已给子智能体发消息,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentMessageFailed,Subagent message failed,子 Agent 消息发送失败,子智能体消息发送失败,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentMessageStopped,Subagent message stopped,子 Agent 消息已停止,子智能体消息已停止,agent-skill-display
app.taskChat.taskChatActivityPresentation.resumingASubagent,Resuming a subagent,正在恢复子 Agent,正在恢复子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.resumedASubagent,Resumed a subagent,已恢复子 Agent,已恢复子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.couldntResumeTheSubagent,Couldn’t resume the subagent,无法恢复子 Agent,无法恢复子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentResumeStopped,Subagent resume stopped,子 Agent 恢复已停止,子智能体恢复已停止,agent-skill-display
app.taskChat.taskChatActivityPresentation.closingASubagent,Closing a subagent,正在关闭子 Agent,正在关闭子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.closedASubagent,Closed a subagent,已关闭子 Agent,已关闭子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.couldntCloseTheSubagent,Couldn’t close the subagent,无法关闭子 Agent,无法关闭子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentCloseStopped,Subagent close stopped,子 Agent 关闭已停止,子智能体关闭已停止,agent-skill-display
app.taskChat.taskChatActivityPresentation.waitingForSubagents,Waiting for subagents,正在等待子 Agent,正在等待子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.finishedWaitingForSubagents,Finished waiting for subagents,子 Agent 等待结束,子智能体等待结束,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentWaitFailed,Subagent wait failed,等待子 Agent 失败,等待子智能体失败,agent-skill-display
app.taskChat.taskChatActivityPresentation.stoppedWaitingForSubagents,Stopped waiting for subagents,已停止等待子 Agent,已停止等待子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.startingASubagent,Starting a subagent,正在启动子 Agent,正在启动子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.startedASubagent,Started a subagent,已启动子 Agent,已启动子智能体,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentStartFailed,Subagent start failed,子 Agent 启动失败,子智能体启动失败,agent-skill-display
app.taskChat.taskChatActivityPresentation.subagentStartStopped,Subagent start stopped,子 Agent 启动已停止,子智能体启动已停止,agent-skill-display
app.taskChat.completedActivitySummary.workedWithAgents,Worked with agents,协调了 Agent,协调了智能体,agent-skill-display
app.taskChat.transcriptAdapter.subagent,Subagent,子 Agent,子智能体,agent-skill-display
app.taskChat.transcriptAdapter.usedASubagent,Used a subagent,使用了 1 个子 Agent,使用了 1 个子智能体,agent-skill-display
app.taskChat.transcriptAdapter.usedSubagents,Used {{count}} subagents,使用了 {{count}} 个子 Agent,使用了 {{count}} 个子智能体,agent-skill-display
app.taskChat.runTranscriptView.childAgent,Child agent,子 Agent,子智能体,agent-skill-display
app.taskChat.boardChat.resizePanes,Resize board chat and agent feed,调整 Board 聊天与 Agent 动态的宽度,调整 Board 聊天与智能体动态的宽度,agent-skill-display
app.taskChat.boardChat.openAgentFeed,Open agent feed,打开 Agent 动态,打开智能体动态,agent-skill-display
app.shell.sourceTrustBadge.authoredByALowTrustReviewAgentRaw,Authored by a low-trust review agent. Raw {{value0}} is not auto-shared with higher-trust agents.,由低信任审查 Agent 创建。原始{{value0}}不会自动分享给更高信任级别的 Agent。,由低信任审查智能体创建。原始{{value0}}不会自动分享给更高信任级别的智能体。,agent-skill-display
app.shell.summarySlotCard.summarizerSetupIsPendingApproval,Summarizer setup is pending approval,摘要 Agent 设置正在等待审批,摘要智能体设置正在等待审批,agent-skill-display
app.shell.summarySlotCard.setUpTheSummarizer,Set up the Summarizer,设置摘要 Agent,设置摘要智能体,agent-skill-display
app.shell.summarySlotCard.summariesAreGeneratedByPaperclipSBuiltIn,Summaries are generated by Paperclip's built-in Summarizer agent. Configure its adapter and model before requesting this summary.,摘要由 Paperclip 内置的摘要 Agent 生成。请求此摘要前，请配置其适配器和模型。,摘要由 Paperclip 内置的摘要智能体生成。请求此摘要前，请配置其适配器和模型。,agent-skill-display
app.shell.summarySlotCard.setUpSummarizer,Set up Summarizer,设置摘要 Agent,设置摘要智能体,agent-skill-display
app.shell.summarySlotCard.summarizerIsPaused,Summarizer is paused,摘要 Agent 已暂停,摘要智能体已暂停,agent-skill-display
app.shell.summarySlotCard.resumeAgent,Resume agent,恢复 Agent,恢复智能体,agent-skill-display
app.shell.summarySlotCard.existingSummariesRemainReadableButNewSummariesWill,"Existing summaries remain readable, but new summaries will not be generated until the agent resumes.",现有摘要仍可阅读，但 Agent 恢复前不会生成新摘要。,现有摘要仍可阅读，但智能体恢复前不会生成新摘要。,agent-skill-display
app.shell.summarySlotCard.workingIn,Summarizer is working in <issue>{{issue}}</issue>.,摘要 Agent 正在处理 <issue>{{issue}}</issue>。,摘要智能体正在处理 <issue>{{issue}}</issue>。,agent-skill-display
app.shell.trustPresetSection.chooseHowBroadlyThisAgentCanReadAnd,Choose how broadly this agent can read and act on Paperclip work objects.,选择此 Agent 读取和操作 Paperclip 工作对象的范围。,选择此智能体读取和操作 Paperclip 工作对象的范围。,agent-skill-display
app.shell.trustPresetSection.thisAgentCanOnlyReadAndMutateWork,This agent can only read and mutate work inside its assigned review boundary. Raw output is quarantined from higher-trust agents until a trusted reviewer promotes it.,此 Agent 只能读取和修改指定审查范围内的工作。原始输出在受信任的审查者提升其信任级别前，会与更高信任级别的 Agent 隔离。,此智能体只能读取和修改指定审查范围内的工作。原始输出在受信任的审查者提升其信任级别前，会与更高信任级别的智能体隔离。,agent-skill-display
app.shell.trustPresetSection.thisAgentIsSetToLowTrustReview,"This agent is set to low-trust review, but no project, root issue, or issue scope is set in the core policy. Add a scope before this agent can run without denial.",此 Agent 已设为低信任审查，但核心策略中未设置项目、根任务或任务范围。请先添加范围，否则 Agent 运行会被拒绝。,此智能体已设为低信任审查，但核心策略中未设置项目、根任务或任务范围。请先添加范围，否则智能体运行会被拒绝。,agent-skill-display
app.shell.trustPresetSection.allowedAgents,Allowed agents,允许的 Agent,允许的智能体,agent-skill-display
app.shell.trustPresetSection.agentCount,{{count}} agent,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.shell.trustPresetSection.agentsCount,{{count}} agents,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.shell.trustPresetSection.quarantined,Quarantined from higher-trust agents,与更高信任级别的 Agent 隔离,与更高信任级别的智能体隔离,agent-skill-display
app.shell.actionCard.staleDescription,The application's tool catalog hash no longer matches the one this approval was issued against. Approval is disabled — the agent must edit & re-sign to request again.,应用的工具目录哈希与发起此审批时不再一致。审批已禁用 — Agent 必须编辑并重新签名后再次请求。,应用的工具目录哈希与发起此审批时不再一致。审批已禁用 — 智能体必须编辑并重新签名后再次请求。,agent-skill-display
app.shell.actionCard.coder,Coder,编码 Agent,编码智能体,agent-skill-display
app.shell.interruptHandoffViews.nothingLiveToPauseNoAgentRunIs,Nothing live to pause — no agent run is in flight or queued. This records a hold so new work won't start until you resume.,没有正在运行或排队的 Agent 运行可暂停。此操作会记录暂停状态，恢复前不会启动新工作。,没有正在运行或排队的智能体运行可暂停。此操作会记录暂停状态，恢复前不会启动新工作。,agent-skill-display
app.shell.interruptHandoffViews.mentionCoach,Did you mean <mention>@{{name}}</mention>? Plain text won't notify or assign an agent.,是否要提及 <mention>@{{name}}</mention>？纯文本不会通知或分配 Agent。,是否要提及 <mention>@{{name}}</mention>？纯文本不会通知或分配智能体。,agent-skill-display
app.shell.savedProviderKeySelect.reuseKey,Reuse this saved key for this agent.,为此 Agent 复用已保存的密钥。,为此智能体复用已保存的密钥。,agent-skill-display
app.shell.savedProviderKeySelect.reuseSubscription,Reuse this saved subscription for this agent.,为此 Agent 复用已保存的订阅。,为此智能体复用已保存的订阅。,agent-skill-display
app.shell.stepper.createAgent,Create your first agent,创建首个 Agent,创建首个智能体,agent-skill-display
app.shell.companies.agentCountOne,{{count}} agent,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.shell.companies.agentCountMany,{{count}} agents,{{count}} 个 Agent,{{count}} 个智能体,agent-skill-display
app.shell.org.noAgentsInTheOrganizationCreateAgentsTo,No agents in the organization. Create agents to build your org chart.,组织中没有 Agent。创建 Agent 以构建组织架构图。,组织中没有智能体。创建智能体以构建组织架构图。,agent-skill-display
app.shell.userProfile.agentAttribution,Agent attribution,Agent 归属,智能体归属,agent-skill-display
app.shell.whatNeedsMe.anAgent,An agent,某个 Agent,某个智能体,agent-skill-display
app.shell.app.addAnotherAgentTo,Add another agent to {{value1}},为 {{value1}} 添加另一个 Agent,为 {{value1}} 添加另一个智能体,agent-skill-display
app.shell.app.runOnboardingAgainToAddAnAgent,Run onboarding again to add an agent and a starter task for this organization.,重新运行入门引导，为此组织添加 Agent 和初始任务。,重新运行入门引导，为此组织添加智能体和初始任务。,agent-skill-display
app.shell.app.runOnboardingAgainToCreateAnotherOrganization,Run onboarding again to create another organization and seed its first agent.,重新运行入门引导，创建另一个组织及其第一个 Agent。,重新运行入门引导，创建另一个组织及其第一个智能体。,agent-skill-display
app.shell.app.getStartedByCreatingAnOrganizationAnd,Get started by creating an organization and your first agent.,创建组织和第一个 Agent，开始使用。,创建组织和第一个智能体，开始使用。,agent-skill-display
app.shell.app.addAgent,Add Agent,添加 Agent,添加智能体,agent-skill-display
app.shell.commandPalette.searchTasksAgentsProjects,"Search tasks, agents, projects...",搜索任务、Agent、项目…,搜索任务、智能体、项目…,agent-skill-display
app.shell.commandPalette.createNewAgent,Create new agent,创建新 Agent,创建新智能体,agent-skill-display
app.shell.emailSafetyNotice.incomingEmailCanCreateTasksAndTrigger,Incoming email can create tasks and trigger agent work. Set up an allowlist in AgentMail to limit who can contact this inbox.,收到邮件可能会创建任务并触发 Agent 工作。在 AgentMail 中设置允许名单，限制可联系此收件箱的发件人。,收到邮件可能会创建任务并触发智能体工作。在 AgentMail 中设置允许名单，限制可联系此收件箱的发件人。,agent-skill-display
app.shell.enforcementBanner.toolAccessIsEnforcedServerSideBy,Tool access is enforced server-side by the tool gateway. These screens configure and observe that enforcement — they do not replace it. Agents see and call only the tools their profiles and policies allow; everything else is denied by default.,工具网关在服务端强制执行工具访问控制。这些页面用于配置和观察执行情况，不能替代访问控制。Agent 只能看到和调用其配置档及策略允许的工具，其余工具默认拒绝访问。,工具网关在服务端强制执行工具访问控制。这些页面用于配置和观察执行情况，不能替代访问控制。智能体只能看到和调用其配置档及策略允许的工具，其余工具默认拒绝访问。,agent-skill-display
app.shell.interactionGovernancePanel.newCardsAreOpenTheBoardOr,"New cards are open — the board or any agent can respond, including the one that asked.",新卡片向所有人开放，Board 或任何 Agent 均可响应，包括提问者。,新卡片向所有人开放，Board 或任何智能体均可响应，包括提问者。,agent-skill-display
app.shell.interactionGovernancePanel.newCardsExcludeTheAgentThatCreated,"New cards exclude the agent that created them, so the answer comes from someone else.",新卡片排除创建它的 Agent，由其他人回答。,新卡片排除创建它的智能体，由其他人回答。,agent-skill-display
app.shell.interactionGovernancePanel.newCardsWaitForAPersonOn,New cards wait for a person on the board. Agents are turned away.,新卡片等待 Board 响应，不接受 Agent 响应。,新卡片等待 Board 响应，不接受智能体响应。,agent-skill-display
app.shell.interactionGovernancePanel.introduction,"Thread interactions are open by default: <anyone>Anyone</anyone> in the organization — the board or any agent, including the one that asked — can respond. Narrow a kind only when you need to. <default>Default policy</default> is the audience new cards get when the requester does not ask for one; <cap>Cap</cap> narrows every request of that kind and can never widen one. Tool-approval confirmations always stay <human>Human only</human>.",讨论串交互默认开放：组织中的<anyone>任何人</anyone>均可响应，包括 Board 和所有 Agent（含提问者）。仅在必要时限制某类交互。<default>默认策略</default>决定请求者未指定时新卡片的响应人范围；<cap>上限</cap>限制此类请求的响应人范围，不能扩大。工具审批确认始终保持<human>仅限人工</human>。,讨论串交互默认开放：组织中的<anyone>任何人</anyone>均可响应，包括 Board 和所有智能体（含提问者）。仅在必要时限制某类交互。<default>默认策略</default>决定请求者未指定时新卡片的响应人范围；<cap>上限</cap>限制此类请求的响应人范围，不能扩大。工具审批确认始终保持<human>仅限人工</human>。,agent-skill-display
app.shell.runtimeTestCard.testYourAgent,Test your agent,测试 Agent,测试智能体,agent-skill-display
app.shell.runtimeTestCard.reviewTheTestDetailsBeforeRunningYour,Review the test details before running your agent.,运行 Agent 前请查看测试详情。,运行智能体前请查看测试详情。,agent-skill-display
app.agentUi.configureBuiltInAgentModal.failedToConfigureTheBuiltinAgent,Failed to configure the built-in agent.,配置内置 Agent 失败。,配置内置智能体失败。,agent-skill-display
app.agentUi.configureBuiltInAgentModal.thisAdapterNeedsCommandOrEndpointFieldsBeforeIt,"This adapter needs command or endpoint fields before it can run. Provision the built-in row now, then finish those fields from the full agent configuration.",此适配器需要配置命令或端点后才能运行。可以先创建内置 Agent，再到完整配置中补充这些字段。,此适配器需要配置命令或端点后才能运行。可以先创建内置智能体，再到完整配置中补充这些字段。,agent-skill-display
app.agentUi.configureBuiltInAgentModal.createsBuiltin,"Creates <name>{{name}}</name> in your roster, badged <badge>Built-in</badge>. Organizations that require hire approval will queue this for the board.",在 Agent 列表中创建 <name>{{name}}</name>，并标记为<badge>内置</badge>。如果组织要求聘用审批，此操作将提交给 Board 审批。,在智能体列表中创建 <name>{{name}}</name>，并标记为<badge>内置</badge>。如果组织要求聘用审批，此操作将提交给 Board 审批。,agent-skill-display
app.agentUi.gitHubAgentTrustWarning.gitHubCommentsAndPullRequestsCanContainMaliciousInstructions,GitHub comments and pull requests can contain malicious instructions. We recommend a low-trust agent with a scoped work boundary and an isolated sandbox runtime.,GitHub 评论和拉取请求可能包含恶意指令。建议使用低信任 Agent，限定工作范围，并在隔离沙箱中运行。,GitHub 评论和拉取请求可能包含恶意指令。建议使用低信任智能体，限定工作范围，并在隔离沙箱中运行。,agent-skill-display
app.agentUi.gitHubAgentTrustWarning.continuingKeepsThisAgentsCurrentPermissionsARestrictedGuest,Continuing keeps this agent’s current permissions. A restricted guest profile does not replace the agent’s trust and runtime settings.,继续操作会保留此 Agent 的现有权限。受限的访客配置档不能替代 Agent 的信任和运行时设置。,继续操作会保留此智能体的现有权限。受限的访客配置档不能替代智能体的信任和运行时设置。,agent-skill-display
app.agentUi.gitHubAgentTrustWarning.learnAboutLowtrustAgents,Learn about low-trust agents,了解低信任 Agent,了解低信任智能体,agent-skill-display
app.agentUi.sidebarAgentChats.agent,Agent,Agent,智能体,agent-skill-display
app.agentUi.sidebarAgents.resumeAgent,Resume agent,恢复 Agent,恢复智能体,agent-skill-display
app.agentUi.sidebarAgents.pauseAgent,Pause agent,暂停 Agent,暂停智能体,agent-skill-display
app.agentUi.sidebarAgents.agentPausedByBudget,Agent paused by budget,Agent 因预算暂停,智能体因预算暂停,agent-skill-display
app.agentUi.sidebarAgents.starAgent,Star agent,为 Agent 加星标,为智能体加星标,agent-skill-display
app.agentUi.sidebarAgents.editAgent,Edit agent,编辑 Agent,编辑智能体,agent-skill-display
app.agentUi.sidebarAgents.agentWasPausedByBudgetLimits,Agent was paused by budget limits,Agent 因预算限制而暂停,智能体因预算限制而暂停,agent-skill-display
app.agentUi.sidebarAgents.leaveAgent,Leave agent,退出 Agent,退出智能体,agent-skill-display
app.agentUi.sidebarAgents.agentPaused,Agent paused,Agent 已暂停,智能体已暂停,agent-skill-display
app.agentUi.sidebarAgents.agentResumed,Agent resumed,Agent 已恢复,智能体已恢复,agent-skill-display
app.agentUi.sidebarAgents.couldNotPauseAgent,Could not pause agent,无法暂停 Agent,无法暂停智能体,agent-skill-display
app.agentUi.sidebarAgents.couldNotResumeAgent,Could not resume agent,无法恢复 Agent,无法恢复智能体,agent-skill-display
app.agentUi.sidebarAgents.agents,Agents,Agent,智能体,agent-skill-display
app.agentUi.sidebarAgents.newAgent,New agent,新建 Agent,新建智能体,agent-skill-display
app.agentUi.sidebarAgents.agentsSectionActions,Agents section actions,Agent 分区操作,智能体分区操作,agent-skill-display
app.agentUi.sidebarAgents.browseAgents,Browse agents,浏览 Agent,浏览智能体,agent-skill-display
app.agentUi.sidebarAgents.agentSort,Agent sort,Agent 排序,智能体排序,agent-skill-display
app.agentUi.sidebarAgents.seeAllAgents,See all agents,查看全部 Agent,查看全部智能体,agent-skill-display
app.agentUi.agentConfigPrimitives.displayNameForThisAgent,Display name for this agent.,此 Agent 的显示名称。,此智能体的显示名称。,agent-skill-display
app.agentUi.agentConfigPrimitives.theAgentThisOneReportsToInTheOrg,The agent this one reports to in the org hierarchy.,此 Agent 在组织层级中的汇报对象。,此智能体在组织层级中的汇报对象。,agent-skill-display
app.agentUi.agentConfigPrimitives.describesWhatThisAgentCanDoShownInThe,Describes what this agent can do. Shown in the org chart and used for task routing.,描述此 Agent 能做什么。显示在组织架构图中，并用于任务路由。,描述此智能体能做什么。显示在组织架构图中，并用于任务路由。,agent-skill-display
app.agentUi.agentConfigPrimitives.howThisAgentRunsLocalCLIClaudeCodexOpenCodeOpenClawGateway,"How this agent runs: local CLI (Claude/Codex/OpenCode), OpenClaw Gateway, spawned process, or generic HTTP webhook.",此 Agent 的运行方式：本地 CLI（Claude/Codex/OpenCode）、OpenClaw Gateway、派生进程或通用 HTTP webhook。,此智能体的运行方式：本地 CLI（Claude/Codex/OpenCode）、OpenClaw Gateway、派生进程或通用 HTTP webhook。,agent-skill-display
app.agentUi.agentConfigPrimitives.deprecatedLegacyWorkingDirectoryFallbackForLocalAdaptersExisting,"Deprecated legacy working directory fallback for local adapters. Existing agents may still carry this value, but new configurations should use project workspaces instead.",本地适配器已弃用的旧版工作目录回退。现有 Agent 可能仍带有此值，但新配置应改用项目工作区。,本地适配器已弃用的旧版工作目录回退。现有智能体可能仍带有此值，但新配置应改用项目工作区。,agent-skill-display
app.agentUi.agentConfigPrimitives.howPaperclipShouldRealizeAnExecutionWorkspaceForThis,"How Paperclip should realize an execution workspace for this agent. Keep project_primary for normal cwd execution, or use git_worktree for issue-scoped isolated checkouts.",Paperclip 如何为此 Agent 创建执行工作区。常规 cwd 执行保持 project_primary，或使用 git_worktree 为每个任务隔离检出。,Paperclip 如何为此智能体创建执行工作区。常规 cwd 执行保持 project_primary，或使用 git_worktree 为每个任务隔离检出。,agent-skill-display
app.agentUi.agentConfigPrimitives.maximumNumberOfAgenticTurnsToolCallsPerHeartbeat,Maximum number of agentic turns (tool calls) per heartbeat run.,每次心跳运行的最大 Agent 轮次（工具调用）数。,每次心跳运行的最大智能体轮次（工具调用）数。,agent-skill-display
app.agentUi.agentConfigPrimitives.secretsThisAgentCanReachEnvvarBindingsAreInjected,Secrets this agent can reach. Env-var bindings are injected at run start; API-access bindings are fetched on demand via the run-bound agent API and never written to the environment.,此 Agent 可访问的密钥。环境变量绑定在运行开始时注入；API 访问绑定通过与运行绑定的 Agent API 按需获取，绝不写入环境。,此智能体可访问的密钥。环境变量绑定在运行开始时注入；API 访问绑定通过与运行绑定的智能体 API 按需获取，绝不写入环境。,agent-skill-display
app.agentUi.agentConfigPrimitives.theURLThatReceivesPOSTRequestsWhenTheAgent,The URL that receives POST requests when the agent is invoked.,调用 Agent 时接收 POST 请求的 URL。,调用智能体时接收 POST 请求的 URL。,agent-skill-display
app.agentUi.agentConfigPrimitives.runThisAgentAutomaticallyOnATimerUsefulFor,Run this agent automatically on a timer. Useful for periodic tasks like checking for new work.,按定时器自动运行此 Agent。适合检查新工作等周期性任务。,按定时器自动运行此智能体。适合检查新工作等周期性任务。,agent-skill-display
app.agentUi.agentConfigPrimitives.allowThisAgentToBeWokenByAssignmentsAPI,"Allow this agent to be woken by assignments, API calls, UI actions, or automated systems.",允许通过任务分配、API 调用、界面操作或自动化系统唤醒此 Agent。,允许通过任务分配、API 调用、界面操作或自动化系统唤醒此智能体。,agent-skill-display
app.agentUi.agentConfigPrimitives.maximumNumberOfHeartbeatRunsThatCanExecuteSimultaneously,Maximum number of heartbeat runs that can execute simultaneously for this agent.,此 Agent 可同时执行的最大心跳运行数。,此智能体可同时执行的最大心跳运行数。,agent-skill-display
app.agentUi.agentSetupFields.useACursorAPIKeyOrRunAgentLogin,"Use a Cursor API key, or run agent login on the selected environment's host.",使用 Cursor API 密钥，或在所选环境的主机上运行 agent login。,使用 Cursor API 密钥，或在所选环境的主机上运行智能体 login。,agent-skill-display
app.agentUi.builtInAgentToast.viewAgent,View agent,查看 Agent,查看智能体,agent-skill-display
app.agentUi.builtInAgentToast.resumeToGenerate,Resume the agent to generate this {{item}}.,恢复 Agent 以生成此 {{item}}。,恢复智能体以生成此 {{item}}。,agent-skill-display
app.agentUi.agentChat.agentChatIsDisabledEnableItInExperimentalSettings,Agent Chat is disabled. Enable it in Experimental settings. Existing history remains available through task links.,Agent 聊天已禁用。可在实验性设置中启用，已有历史记录仍可通过任务链接访问。,智能体聊天已禁用。可在实验性设置中启用，已有历史记录仍可通过任务链接访问。,agent-skill-display
app.agentUi.agentChat.agentNotFound,Agent not found.,找不到 Agent。,找不到智能体。,agent-skill-display
app.agentUi.agentChat.agentMissing,Agent not found,找不到 Agent,找不到智能体,agent-skill-display
app.agentUi.agentDetail.skills,Skills,Skill,技能,agent-skill-display
app.agentUi.agentDetail.agent,Agent,Agent,智能体,agent-skill-display
app.agentUi.agentDetail.noAgentReference,No agent reference,缺少 Agent 引用,缺少智能体引用,agent-skill-display
app.agentUi.agentDetail.agents,Agents,Agent,智能体,agent-skill-display
app.agentUi.agentDetail.youLeftThisAgentItNoLongerAppearsIn,You left this agent. It no longer appears in your sidebar.,你已离开此 Agent，它不会再出现在你的侧边栏中。,你已离开此智能体，它不会再出现在你的侧边栏中。,agent-skill-display
app.agentUi.agentDetail.dismissAgentMembershipNotice,Dismiss agent membership notice,关闭 Agent 成员提示,关闭智能体成员提示,agent-skill-display
